color,-10,61,3,79
color,5,69,56,74
color,10,105,105,105
color,17,173,173,173
color,22,25,241,25
color,32,2,90,0
color,37,251,252,3
color,40,251,214,0
color,49,244,110,0
color,50,247,23,0
color,59,87,5,5
color,60,254,254,254
color,64,254,146,254
color,65,254,117,254
color,69,254,11,227
color,70,178,0,254
color,74,99,0,214
color,75,5,236,240
color,85,0,0,0
color,95,0,0,0
